Symbol,GICS Sector,Exp Return,Risk,Current Price,Weight
PANW,Information Technology,0.0415573744411342,1.7364794129257193,187.6999969482422,0.002205099938612
NXPI,Information Technology,-0.0899619925336424,1.7044973431616348,213.42999267578125,0.0009613408652148
AMAT,Information Technology,-0.1641588744638064,1.966088018458945,186.75,0.0023948302842723
ORCL,Information Technology,-0.1044304649770294,1.3964220672542105,183.6000061035156,0.0085374351921528
ON,Information Technology,-0.1696507232214531,2.300223283969159,54.5,0.000501771020495
VRSN,Information Technology,-0.0415253348576643,1.1067515049487495,210.72999572753903,0.0003437865090906
GLW,Information Technology,0.0700606111868177,1.2416891151169624,54.25,0.0007287766223853
AKAM,Information Technology,-0.1100616601488646,1.2836917856339114,97.6999969482422,0.00025916897626
CSCO,Information Technology,0.0415308366601922,0.9674894496581552,62.22999954223633,0.004193244088571
MS,Financials,0.0069549395719535,1.228713931957888,137.82000732421875,0.0035778648319882
COF,Financials,0.0149018112028474,1.432226579324453,203.52999877929688,0.0012262262943013
MTB,Financials,0.0148463850319559,1.3595294749445077,198.9499969482422,0.0005656221228058
MSCI,Financials,-0.0551337103316834,1.2776971202367498,620.719970703125,0.0008527671710033
CPAY,Financials,0.0293490810689574,1.2607868273377447,379.2900085449219,0.0004312278172218
CFG,Financials,0.0921495163547311,1.624417077021896,47.459999084472656,0.0003445049713815
MKTX,Financials,-0.1042270421267585,2.0274977164968777,224.42999267578125,0.0001561222169103
FI,Financials,0.0553114276573852,1.0081322760203792,208.83999633789065,0.0021090396253712
FIS,Financials,0.0369524949255279,1.1433959057998673,79.2300033569336,0.000788994587752
FITB,Financials,0.0016772405862882,1.265294119349134,44.18000030517578,0.0005127591936052
ERIE,Financials,-0.025321485089546,1.691203073803624,386.9800109863281,0.0003918083384902
GL,Financials,-0.0899535063018243,3.6946035299014017,119.33999633789062,0.0001652093702653
GPN,Financials,-0.1175113347005582,1.5479263323253083,109.0500030517578,0.0005129503143756
GS,Financials,0.0471634841806398,1.2896707653678892,636.9000244140625,0.0031971277914314
HBAN,Financials,0.0315158047884842,1.3345106835799692,17.200000762939453,0.000426570321585
EG,Financials,-0.0656701898265978,1.2613717742653725,365.1400146484375,0.0002757680933619
HIG,Financials,0.023437443994831,0.9933015342904694,111.48999786376952,0.000570941411417
ICE,Financials,0.0203610747721679,0.9051056063568912,157.47000122070312,0.0015527279249214
IVZ,Financials,-0.0093774687869827,1.396436298393751,17.6299991607666,0.0001401302776369
NDAQ,Financials,0.0146670347989008,1.0131377110231516,81.1500015258789,0.0008034664131397
JPM,Financials,0.1006658493466309,1.178567465698791,264.8399963378906,0.0120348036549762
KEY,Financials,0.0268475233323174,1.6428581021668147,17.68000030517578,0.0003047904842734
DFS,Financials,0.0382442973433331,1.5477344428924869,202.1000061035156,0.0007821815210119
KKR,Financials,0.0008040447926322,1.6425144460198415,165.52999877929688,0.0024501679824236
L,Financials,-0.045201643358257,1.013940466566302,84.87999725341797,0.0003241493381376
MA,Financials,0.0102068899502531,0.8548069251309848,533.489990234375,0.0087193282229185
MCO,Financials,0.0313257084102464,1.0194689389502922,489.6499938964844,0.0015205692300076
MET,Financials,0.0268124058699209,1.1047474325069384,86.02999877929688,0.0010135431068243
MMC,Financials,-0.0361970574619031,0.0,218.9600067138672,0.0018709147150666
JKHY,Financials,-0.0407367733344556,1.0515935749407044,173.8800048828125,0.000231994233514
FDS,Financials,0.0037329723542954,1.165065080082396,467.1199951171875,0.0003304697355464
NTRS,Financials,0.0327967390421641,1.197830077109942,110.91999816894533,0.0003654634069783
BEN,Financials,-0.1718803052014857,1.609504632665952,20.09000015258789,0.0001931616211929
SPGI,Financials,-0.0135746349577139,0.8506230341995074,513.75,0.0027456223441796
STT,Financials,0.056361552580865,1.1455924430155742,99.05999755859376,0.0005179222178656
BAC,Financials,0.0900964106137705,1.1398663606603163,46.52000045776367,0.0060974392415119
CME,Financials,0.025188926991085,1.0077020340293497,234.67999267578125,0.0015464776456592
AXP,Financials,0.1046479520949746,1.242650509404248,321.3399963378906,0.0037850469689955
TFC,Financials,0.0121382904435591,1.40635818818617,47.0,0.0010346446527107
TROW,Financials,-0.0860560206970165,1.186164943237906,114.20999908447266,0.0004641225131748
AON,Financials,0.0434968252499509,1.0183400425036035,369.1600036621094,0.0013947705690998
TRV,Financials,-0.0136744734041689,1.12477498231782,241.8600006103516,0.0009833502255494
BK,Financials,0.0696911885452622,0.9926526185220051,85.79000091552734,0.0010153513664986
AMP,Financials,0.077608686340691,1.1010055663930247,563.5800170898438,0.0009287703781801
V,Financials,0.0210337303921966,0.8896862807320661,330.20001220703125,0.0110688708065074
ALL,Financials,-0.1063987282815242,1.283644507581561,186.07000732421875,0.0009221471425966
AJG,Financials,0.019724946305756,1.0430506074828954,289.510009765625,0.0012723284413913
AIZ,Financials,-0.001420579837235,1.13586589178176,210.8999938964844,0.0001958668809822
AIG,Financials,-0.0348908576302432,1.1852020392645428,73.77999877929688,0.0008157558434562
AFL,Financials,0.0337030398536424,0.9919583222621036,104.91000366210938,0.0010263507408261
WFC,Financials,0.030384992335416,1.370948091805979,77.31999969482422,0.0042134876359495
WRB,Financials,-0.0681753550572821,1.1724162617608096,57.52000045776367,0.0004015508183273
ACGL,Financials,-0.0475495746193467,1.291848153880731,92.76000213623048,0.0006159175782439
WTW,Financials,0.0551431773886108,0.9794521364307424,322.3699951171875,0.0005754908742605
USB,Financials,-0.037810842587319,1.251209475491324,49.06999969482422,0.0013449662723025
SCHW,Financials,0.033275734350511,1.2927227183900432,81.83000183105469,0.0024473320110606
SYF,Financials,0.0640614689574796,1.5668221703437146,70.62999725341797,0.0004584635402792
PGR,Financials,-0.0314876963687785,1.141741209518467,238.82000732421875,0.0025291591143195
CBOE,Financials,-0.0267317610466111,1.2768943860215656,200.17999267578125,0.0003608846883238
RF,Financials,-0.0034109135201727,1.35952125847047,24.46999931335449,0.0003886778561732
C,Financials,0.0743919343997178,1.4014458949979431,81.4800033569336,0.0023542700868338
PYPL,Financials,0.089311160136183,1.6334492359710546,89.11000061035156,0.0015715605610715
BRO,Financials,0.0154766576487756,0.952995136117644,106.0,0.0005295487498245
BX,Financials,0.0433911227630231,1.5350756560857226,186.7400054931641,0.003727941394506
PFG,Financials,-0.0011654269047542,1.1233241992253729,81.83000183105469,0.0003180949327939
CINF,Financials,-0.0189165616934462,1.2183740350905177,137.24000549316406,0.0004065748959085
RJF,Financials,0.0508480418358233,1.1268812307795988,172.63999938964844,0.0005691928055941
BLK,Financials,-0.0363074967081544,1.0033265617204146,1020.4500122070312,0.0028664127344873
PRU,Financials,-0.0203860388188593,1.1575475758199476,117.30999755859376,0.0007545419277473
CB,Financials,-0.0438641809249131,1.0401320135450076,266.70001220703125,0.0019813127338562
BRK-B,Financials,-0.0593218372770215,0.8049401048632365,463.1900024414063,0.0176094184142796
PNC,Financials,0.0658963007202485,1.283148710180618,199.52999877929688,0.0013760418389788
MRK,Health Care,-0.1422807274556064,1.1375992498684544,95.5500030517578,0.0044623948969961
MRNA,Health Care,-0.154582276680977,3.2634436187937967,41.40999984741211,0.0002727112295719
VRTX,Health Care,0.026969418084448,1.235616677775133,439.6199951171875,0.0018406599323276
LLY,Health Care,-0.0852125830752027,1.5872954281659637,785.4099731445312,0.0124222278222706
GILD,Health Care,0.0657306870831304,1.192525333455333,93.06999969482422,0.0020756019283012
HCA,Health Care,0.0487694328521356,1.2577273949061507,313.07000732421875,0.0013836367064722
GEHC,Health Care,0.1140368639784111,1.4659987508057888,88.66999816894531,0.000648618353122
VTRS,Health Care,0.046676264343048,1.6260972853967095,11.199999809265137,0.0002688569054319
WAT,Health Care,-0.0162787762418996,1.5278581857242677,411.2999877929688,0.0003932880045592
PFE,Health Care,-0.0424482713390037,1.2646900260987723,26.09000015258789,0.0026875684982136
WST,Health Care,0.0017316547126252,1.7272122129627745,345.0,0.0004318044219908
MTD,Health Care,-0.022820633840636,1.590245774996233,1331.0999755859375,0.0004672679918584
ZBH,Health Care,-0.0238120803586261,1.1378832565039143,110.80999755859376,0.0003836602635073
PODD,Health Care,0.1406462728365173,2.031639109506424,280.3500061035156,0.0003364096600275
UNH,Health Care,0.0060166508970889,1.2333271193594304,532.510009765625,0.0082806891423673
HSIC,Health Care,-0.0162987769950435,1.407539593169851,74.97000122070312,0.0001566180550071
HOLX,Health Care,0.0010081000218407,1.0483215020616583,71.0199966430664,0.0002925437585979
LH,Health Care,0.0146016500629761,1.2274261527349462,246.0,0.0003440069962104
RVTY,Health Care,0.0080585397383064,1.4692662844536617,123.1500015258789,0.0002464583212186
RMD,Health Care,0.100022734170867,1.6296913868557317,250.509994506836,0.0006266409015183
SOLV,Health Care,0.2813391241557088,1.895447412372939,74.98999786376953,0.0002077154475975
MCK,Health Care,0.0037219955320245,1.1470643683969024,591.5800170898438,0.0013240166060798
STE,Health Care,-0.0097625156769306,1.1670051889996156,217.009994506836,0.000368475097438
MDT,Health Care,0.0562073604180249,1.0174027420098195,90.19000244140624,0.0018693636412372
JNJ,Health Care,0.0038748614981343,0.8930868398885886,146.82000732421875,0.00625788135158
UHS,Health Care,0.07937207573183,1.546736844527004,185.7700042724609,0.00021375537242
REGN,Health Care,-0.1485094477985657,1.3827271005983008,675.7899780273438,0.001387599579251
TECH,Health Care,-0.0880866315928914,1.870026937957743,77.05000305175781,0.000209168731852
IQV,Health Care,-0.0486960344790649,1.4688067011937005,204.3300018310547,0.0006441683010822
TFX,Health Care,-0.0679532599950445,1.3811692235152069,180.97999572753903,0.0001488670981819
TMO,Health Care,0.0075094426147567,1.0992118966096376,574.8200073242188,0.0036063330205653
INCY,Health Care,0.0840108871371358,1.5876894889030415,72.58999633789062,0.0002386006120024
IDXX,Health Care,-0.0934882977712586,1.4529996815244886,435.3299865722656,0.0006073452940013
HUM,Health Care,0.0783101513898368,2.0212159864991537,294.6300048828125,0.0005353041489888
MOH,Health Care,-0.0849058250202147,1.656434228305632,304.3299865722656,0.0003033067467093
SYK,Health Care,-0.0477706363563944,1.0404515640991296,394.30999755859375,0.0025006302033538
A,Health Care,0.0114679105517771,1.385934886154354,151.44000244140625,0.0006911413428185
ISRG,Health Care,0.0666582838111997,1.2975013868864405,584.0499877929688,0.0033606054313921
ZTS,Health Care,-0.0602598860320475,1.2617377574212216,168.61000061035156,0.0013380109058871
CVS,Health Care,-0.026874465235993,1.6278828579237752,54.54999923706055,0.0010043276000465
BSX,Health Care,0.0774861499024995,0.9283070411751,101.94000244140624,0.002358603926244
BIIB,Health Care,-0.1625571522508515,1.4181522318879596,146.1999969482422,0.0003839958947196
BDX,Health Care,0.011729447187875,1.062670372557902,243.4499969482422,0.0011879455445866
ELV,Health Care,0.0128685896043473,1.2628196375509626,400.9599914550781,0.0015270003499757
BAX,Health Care,-0.0124875715981602,1.4755804478118402,32.45000076293945,0.0002709906452153
CAH,Health Care,-0.0128846729573144,1.2045079137620258,128.8300018310547,0.0005149989212228
CRL,Health Care,-0.0832053886486996,1.8111057971894493,164.97000122070312,0.0001709093160347
DHR,Health Care,-0.0261524262402368,1.0705370782662085,245.8000030517578,0.0029699252470853
BMY,Health Care,-0.0240375499040213,1.4309200422586947,59.66999816894531,0.0020919443569806
COR,Health Care,-0.007812214931969,0.920236053368888,248.47999572753903,0.0007917581933559
COO,Health Care,-0.086149267070939,1.11788494256698,97.6999969482422,0.0003355197527887
EW,Health Care,0.055254316902234,1.53985812589119,68.98999786376953,0.0007938273971783
AMGN,Health Care,-0.0658203053455648,1.336396825700746,275.4200134277344,0.0025471211505921
CI,Health Care,-0.0718068806566136,1.2875913695050498,293.6400146484375,0.0013857975097231
ALGN,Health Care,-0.0562323303293484,1.9797677864921908,233.3000030517578,0.000283475470451
ABT,Health Care,0.0731205332040267,1.1189366282381397,125.02999877929688,0.0035645619125812
DVA,Health Care,0.1184404114468757,1.544324147197,170.27999877929688,0.0002240874084337
DGX,Health Care,0.0432455688862095,1.1001628971400803,155.27999877929688,0.000307439351092
CNC,Health Care,-0.0716907891040079,1.4843998314126263,64.58000183105469,0.0005411746553995
ABBV,Health Care,0.0182917104469081,1.162847112434458,170.3000030517578,0.0055822292289272
DXCM,Health Care,-0.0146896525640561,2.0588352347992616,88.75,0.0005624649270593
MHK,Consumer Discretionary,0.0511929895586009,1.7561051886783745,125.3000030517578,0.0001353219156044
MGM,Consumer Discretionary,-0.1692836666648437,1.642300868347872,32.88999938964844,0.000182985517915
LVS,Consumer Discretionary,-0.1204525966339557,1.4462836035903917,43.5,0.0006815560484848
MAR,Consumer Discretionary,0.0143359331200258,1.106403826722029,284.1099853515625,0.001419699467774
LULU,Consumer Discretionary,-0.1710098158575081,1.7881895496516294,400.0299987792969,0.0008313275252152
CZR,Consumer Discretionary,-0.2008529606253488,2.2334061703282084,34.59000015258789,0.0001254637666177
LOW,Consumer Discretionary,0.057284421970943,1.1465216839889611,262.20001220703125,0.0025165297417959
LKQ,Consumer Discretionary,-0.0886872026356646,1.3594951465846488,38.34000015258789,0.0001724880981385
LEN,Consumer Discretionary,-0.0006575963652008,1.5228862749895893,132.36000061035156,0.0006711927853933
KMX,Consumer Discretionary,0.0256777295024924,1.7286647361322884,82.7300033569336,0.0002333435748934
DECK,Consumer Discretionary,-0.0537909908232501,1.7536722150002275,217.1600036621093,0.0005766377462676
DHI,Consumer Discretionary,-0.0049706677458707,1.6277193764584788,142.9199981689453,0.000805845566436
MCD,Consumer Discretionary,0.0280935293836142,1.002283161983402,285.4599914550781,0.0037734940924097
NCLH,Consumer Discretionary,-0.0892530076422426,2.4456053568565905,25.68000030517578,0.0002128823959685
CCL,Consumer Discretionary,-0.0077217875843838,2.1769924016601685,25.420000076293945,0.000630672971291
CMG,Consumer Discretionary,-0.054186362793898,1.623792372918934,56.70000076293945,0.001516725443855
YUM,Consumer Discretionary,0.0054034856849611,0.9257314447488488,128.25999450683594,0.0006645607804357
WYNN,Consumer Discretionary,-0.1139975551224612,1.491701078404002,84.98999786376953,0.000175739454118
ABNB,Consumer Discretionary,0.0534330026675576,1.5331789913535778,127.08999633789062,0.0015085792111776
ULTA,Consumer Discretionary,-0.0772219876509954,1.6202458016835175,417.8299865722656,0.0003587573044943
TSLA,Consumer Discretionary,0.0905007175938145,2.807245790576279,406.5799865722656,0.0243174937863789
TSCO,Consumer Discretionary,0.0674043251908835,1.48582731569406,57.93999862670898,0.0005182166551274
AMZN,Consumer Discretionary,0.000587890586582,1.3179889753772578,234.8500061035156,0.0425499486683522
TPR,Consumer Discretionary,0.0641941064439051,1.6600273705321855,74.6500015258789,0.0002689560767359
TJX,Consumer Discretionary,-0.0287221753202648,0.8500973511446628,122.7300033569336,0.0024674573561195
APTV,Consumer Discretionary,-0.1511936649168402,1.778626533114008,63.43000030517578,0.0002488951018304
NKE,Consumer Discretionary,-0.0411032154366803,1.2135076514910232,73.56999969482422,0.0020604530188037
AZO,Consumer Discretionary,0.0445186276833794,1.224421216642533,3332.530029296875,0.0009839571546666
BKNG,Consumer Discretionary,0.0791579522120159,1.4042027781322868,4764.89013671875,0.0030061903672209
SBUX,Consumer Discretionary,0.0400075962763203,1.4707277516523185,98.80999755859376,0.0017944556478219
ROST,Consumer Discretionary,-0.1406234730693006,1.1899954967572235,149.27999877929688,0.0008853304362004
RL,Consumer Discretionary,0.1208329877671734,1.5797431775604909,256.0,0.0002572750125348
BWA,Consumer Discretionary,-0.0969109228543445,1.3654180331337102,32.650001525878906,0.0001254379006488
RCL,Consumer Discretionary,0.0235282341834068,1.790570123652124,232.1000061035156,0.0011533816093309
POOL,Consumer Discretionary,-0.0596597333360777,1.455871995179311,353.739990234375,0.00023897601859
PHM,Consumer Discretionary,0.0047249831035875,1.5883541487349688,115.69000244140624,0.0004077839273025
ORLY,Consumer Discretionary,0.0575544517136984,1.074511121573522,1254.0,0.001266226430874
NVR,Consumer Discretionary,-0.0050017755961863,1.1898092339391244,8200.5595703125,0.0004562415724864
BBY,Consumer Discretionary,-0.0541419010836463,1.470941569056749,84.7300033569336,0.0003290646828493
DPZ,Consumer Discretionary,-0.0981853156654114,1.4478910027462175,434.2300109863281,0.0002647746881041
F,Consumer Discretionary,0.005622142535546,1.5838919497778026,10.119999885559082,0.0007064447112074
HD,Consumer Discretionary,0.0178629799013512,1.114834409541111,414.5,0.0070164908687495
GM,Consumer Discretionary,0.108037547379066,1.6284465508194177,53.90999984741211,0.0010249673167954
GRMN,Consumer Discretionary,0.1454415444230128,1.210829790121338,214.22999572753903,0.000722012929432
EXPE,Consumer Discretionary,0.0731859411279603,1.5588091742269017,171.22999572753906,0.0004266074993096
DRI,Consumer Discretionary,-0.0299202486954985,1.1897268733016064,187.6100006103516,0.000396560307552
EBAY,Consumer Discretionary,0.1407656557122333,1.315402591126684,64.80999755859375,0.0005602442120342
GPC,Consumer Discretionary,-0.0693537086522446,1.291785394974149,117.2300033569336,0.0002894908926107
HAS,Consumer Discretionary,-0.0231252414453186,1.5927808199512503,57.41999816894531,0.0001445142461792
HLT,Consumer Discretionary,0.0218102402131686,1.031986360783393,247.72999572753903,0.0010939338013469
LYV,Communication Services,0.0774366110633718,1.2561135759492554,140.74000549316406,0.0005529477611823
TTWO,Communication Services,-0.0236525388290203,1.2012254207702937,185.4900054931641,0.0005749800766432
CHTR,Communication Services,-0.0494975608367442,1.902538112817402,367.5799865722656,0.0008991615814345
OMC,Communication Services,-0.0568091075022748,1.2399956332667028,86.55999755859375,0.0003140030249393
GOOGL,Communication Services,0.0395879638589461,1.29387539072769,200.2100067138672,0.0423087098196338
PARA,Communication Services,-0.1180491834796671,2.841815012947039,11.06999969482422,0.0001366661722206
GOOG,Communication Services,0.0364426855830143,1.282806389949377,201.8999938964844,0.0423086720892176
NWSA,Communication Services,-0.063334429010926,1.1747567833471753,28.07999992370605,0.0002942895456934
WBD,Communication Services,0.0076968294359567,2.5695346353312805,10.25,0.0004718098644033
NWS,Communication Services,-0.0794875138269501,1.0883990672714738,31.57999992370605,0.0002946060537748
FOX,Communication Services,0.0612050789137754,1.346399735147331,46.54999923706055,0.0003947520110316
VZ,Communication Services,0.0184135746884038,1.079241182113169,39.540000915527344,0.0030241609517909
EA,Communication Services,0.0133448212952179,1.0694102754079715,116.55999755859376,0.0006974124769787
FOXA,Communication Services,0.056651884132754,1.3238241285181531,49.06999969482422,0.000394837199237
MTCH,Communication Services,0.0685192513900494,1.7538937171530211,34.060001373291016,0.0001525089308078
IPG,Communication Services,-0.0819385655861358,1.38346194168572,28.540000915527344,0.000194827599615
T,Communication Services,0.1637004200595522,1.0848994608150513,22.71999931335449,0.0029368551268046
TMUS,Communication Services,0.0645306616440213,1.0271911277894,218.57000732421875,0.0045997825436772
NFLX,Communication Services,0.0725249675760815,1.488338534666117,977.5900268554688,0.0069910576205273
CMCSA,Communication Services,-0.0836426498790803,1.3792931451721715,37.619998931884766,0.0026312290280347
DIS,Communication Services,0.1289334137881017,1.1297262916441235,112.16000366210938,0.0036500608043532
META,Communication Services,0.0332095542870811,1.572203800351108,647.489990234375,0.0265813329085953
GWW,Industrials,0.0065728469768831,1.1014801507496128,1121.5699462890625,0.0009576276616746
OTIS,Industrials,0.0144430420105813,0.9350640907146676,96.66999816894533,0.0006723978005614
ALLE,Industrials,-0.0278070367158895,1.1086234577270946,132.52999877929688,0.0002067252636713
CHRW,Industrials,-0.0075503489392609,1.3388559617144664,108.16000366210938,0.0002218954333741
CMI,Industrials,0.064192296960039,1.2872645136781873,367.6199951171875,0.0008672331010134
NDSN,Industrials,-0.062659613639686,1.059386870464972,218.07000732421875,0.0002151389254122
NSC,Industrials,-0.0684154209976111,1.2263883527404462,254.6699981689453,0.0009530709769936
URI,Industrials,-0.0548224011953511,1.7945083008479028,789.5599975585938,0.0008531704148266
UNP,Industrials,-0.0466410885064614,0.9535458582587486,248.77999877929688,0.0024685471166568
NOC,Industrials,-0.0279833318589906,1.0281248200584616,497.0199890136719,0.0012307758308371
ODFL,Industrials,-0.0474235717289046,1.6672273044821455,190.8099975585937,0.0006966600794209
UBER,Industrials,-0.2183101022109769,1.9457011754070248,68.55999755859375,0.0023007186880755
AME,Industrials,-0.0880638382176258,1.0220932349162033,187.97999572753903,0.0007630569162894
EXPD,Industrials,-0.0689249314969011,1.0518223302664826,112.98999786376952,0.0002807451368842
UPS,Industrials,-0.1136022850455479,1.2511562722659066,133.02999877929688,0.0019295908181313
PAYX,Industrials,-0.0081383808609542,1.1313545795755615,146.11000061035156,0.0009039385321586
BA,Industrials,-0.0505743924905641,1.8040035572464288,176.05999755859375,0.0023872432281541
ETN,Industrials,-0.0052195530357587,1.4669218635756158,368.9800109863281,0.002404083079313
AXON,Industrials,0.0913077456125013,1.845759537587616,610.3200073242188,0.0008666283089706
FTV,Industrials,-0.0329166311987666,1.0066782933456546,80.5199966430664,0.0004647206729179
GD,Industrials,-0.0717926739003936,0.9510689408754924,266.42999267578125,0.001304237614451
SNA,Industrials,0.0219242959161762,1.1763279652566097,350.4800109863281,0.0003245285951436
TDG,Industrials,-0.0491886739699526,1.4455915397748262,1341.8199462890625,0.0012910248943203
GE,Industrials,0.0931803229153844,1.631572160226962,196.75,0.0032784613042062
RTX,Industrials,0.0325242471677373,0.947650190687554,125.30999755859376,0.0027893156400089
RSG,Industrials,0.0128869692217562,0.8927711243714794,211.8300018310547,0.0011478148990938
BLDR,Industrials,-0.0733298499335282,2.161194125830089,0.0,0.0003116139600395
ROL,Industrials,0.0177444983095384,1.0942375737906926,48.369998931884766,0.0004088261195123
ROK,Industrials,-0.0358587933941969,1.4411391757459249,288.42999267578125,0.0005893188875752
PAYC,Industrials,-0.03063716846512,1.8576828154451803,207.5,0.0002149829374072
GEV,Industrials,0.2745502793335037,2.678658517405135,420.489990234375,0.0016993695457186
EMR,Industrials,-0.0133169486902454,1.2687509984402798,130.60000610351562,0.0012714983722344
PWR,Industrials,0.0354228202611821,1.6218070778277136,358.0299987792969,0.0008721671635488
CARR,Industrials,-0.0002799760816349,1.4631773087845783,70.12000274658203,0.0011055825515098
CAT,Industrials,0.0324386668359164,1.298626211817996,407.6300048828125,0.0031795032655226
GNRC,Industrials,0.0712271647759466,2.1371116483138515,157.42999267578125,0.0001672656411033
AOS,Industrials,-0.0498046620562012,1.1002978631977915,70.56999969482422,0.000179265995267
